year,lga_name,charge_status_name,incident_count
2019,Glenelg,Unsolved,272
2019,Golden Plains,Charges laid,142
2019,Golden Plains,No charges laid,77
2019,Golden Plains,Unsolved,291
2019,Greater Bendigo,Charges laid,4138
2019,Greater Bendigo,No charges laid,1176
2019,Greater Bendigo,Unsolved,2778
2019,Greater Dandenong,Charges laid,5726
2019,Greater Dandenong,No charges laid,2185
2019,Greater Dandenong,Unsolved,6284
2019,Greater Geelong,Charges laid,6725
2019,Greater Geelong,No charges laid,1884
2019,Greater Geelong,Unsolved,7168
2019,Greater Shepparton,Charges laid,3067
2019,Greater Shepparton,No charges laid,922
2019,Greater Shepparton,Unsolved,2239
2019,Hepburn,Charges laid,183
2019,Hepburn,No charges laid,96
2019,Hepburn,Unsolved,340
2019,Hindmarsh,Charges laid,122
2019,Hindmarsh,No charges laid,58
2019,Hindmarsh,Unsolved,69
2019,Hobsons Bay,Charges laid,2114
2019,Hobsons Bay,No charges laid,689
2019,Hobsons Bay,Unsolved,2045
2019,Horsham,Charges laid,798
2019,Horsham,No charges laid,319
2019,Horsham,Unsolved,319
2019,Hume,Charges laid,6507
2019,Hume,No charges laid,2242
2019,Hume,Unsolved,6842
2019,Indigo,Charges laid,155
2019,Indigo,No charges laid,59
2019,Indigo,Unsolved,157
2019,Kingston,Charges laid,3230
2019,Kingston,No charges laid,1337
2019,Kingston,Unsolved,4041
2019,Knox,Charges laid,3379
2019,Knox,No charges laid,1159
2019,Knox,Unsolved,3552
2019,Latrobe,Charges laid,5503
2019,Latrobe,No charges laid,1532
2019,Latrobe,Unsolved,2907
2019,Loddon,Charges laid,164
2019,Loddon,No charges laid,53
2019,Loddon,Unsolved,169
2019,Macedon Ranges,Charges laid,756
2019,Macedon Ranges,No charges laid,229
2019,Macedon Ranges,Unsolved,797
2019,Manningham,Charges laid,1113
2019,Manningham,No charges laid,407
2019,Manningham,Unsolved,1890
2019,Mansfield,Charges laid,132
2019,Mansfield,No charges laid,58
2019,Mansfield,Unsolved,131
2019,Maribyrnong,Charges laid,2403
2019,Maribyrnong,No charges laid,705
2019,Maribyrnong,Unsolved,3561
2019,Maroondah,Charges laid,2886
2019,Maroondah,No charges laid,886
2019,Maroondah,Unsolved,2262
2019,Melbourne,Charges laid,10465
2019,Melbourne,No charges laid,5112
2019,Melbourne,Unsolved,11010
2019,Melton,Charges laid,3212
2019,Melton,No charges laid,983
2019,Melton,Unsolved,4135
2019,Mildura,Charges laid,2873
2019,Mildura,No charges laid,928
2019,Mildura,Unsolved,1692
2019,Mitchell,Charges laid,1499
2019,Mitchell,No charges laid,574
2019,Mitchell,Unsolved,961
2019,Moira,Charges laid,826
2019,Moira,No charges laid,217
2019,Moira,Unsolved,639
2019,Monash,Charges laid,2591
2019,Monash,No charges laid,1030
2019,Monash,Unsolved,4409
2019,Moonee Valley,Charges laid,2105
2019,Moonee Valley,No charges laid,961
2019,Moonee Valley,Unsolved,3419
2019,Moorabool,Charges laid,708
2019,Moorabool,No charges laid,171
2019,Moorabool,Unsolved,754
2019,Moreland,Charges laid,3563
2019,Moreland,No charges laid,1410
2019,Moreland,Unsolved,6434
2019,Mornington Peninsula,Charges laid,3417
2019,Mornington Peninsula,No charges laid,1383
2019,Mornington Peninsula,Unsolved,3361
2019,Mount Alexander,Charges laid,357
2019,Mount Alexander,No charges laid,130
2019,Mount Alexander,Unsolved,264
2019,Moyne,Charges laid,215
2019,Moyne,No charges laid,91
2019,Moyne,Unsolved,152
2019,Murrindindi,Charges laid,242
2019,Murrindindi,No charges laid,149
2019,Murrindindi,Unsolved,202
2019,Nillumbik,Charges laid,540
2019,Nillumbik,No charges laid,289
2019,Nillumbik,Unsolved,794
2019,Northern Grampians,Charges laid,359
2019,Northern Grampians,No charges laid,180
2019,Northern Grampians,Unsolved,223
2019,Port Phillip,Charges laid,3102
2019,Port Phillip,No charges laid,1337
2019,Port Phillip,Unsolved,5211
2019,Pyrenees,Charges laid,154
2019,Pyrenees,No charges laid,100
2019,Pyrenees,Unsolved,165
2019,Queenscliffe,Charges laid,32
2019,Queenscliffe,No charges laid,17
2019,Queenscliffe,Unsolved,69
2019,South Gippsland,Charges laid,513
2019,South Gippsland,No charges laid,158
2019,South Gippsland,Unsolved,324
2019,Southern Grampians,Charges laid,649
2019,Southern Grampians,No charges laid,241
2019,Southern Grampians,Unsolved,218
2019,Stonnington,Charges laid,2776
2019,Stonnington,No charges laid,1169
2019,Stonnington,Unsolved,4225
2019,Strathbogie,Charges laid,186
2019,Strathbogie,No charges laid,80
2019,Strathbogie,Unsolved,182
2019,Surf Coast,Charges laid,330
2019,Surf Coast,No charges laid,141
2019,Surf Coast,Unsolved,428
2019,Swan Hill,Charges laid,1091
2019,Swan Hill,No charges laid,316
2019,Swan Hill,Unsolved,461
2019,Towong,Charges laid,68
2019,Towong,No charges laid,21
2019,Towong,Unsolved,84
2019,Wangaratta,Charges laid,848
2019,Wangaratta,No charges laid,346
2019,Wangaratta,Unsolved,445
2019,Warrnambool,Charges laid,1767
2019,Warrnambool,No charges laid,536
2019,Warrnambool,Unsolved,704
2019,Wellington,Charges laid,1454
2019,Wellington,No charges laid,619
2019,Wellington,Unsolved,848
2019,West Wimmera,Charges laid,48
2019,West Wimmera,No charges laid,27
2019,West Wimmera,Unsolved,50
2019,Whitehorse,Charges laid,2274
2019,Whitehorse,No charges laid,657
2019,Whitehorse,Unsolved,3430
2019,Whittlesea,Charges laid,4580
2019,Whittlesea,No charges laid,1793
2019,Whittlesea,Unsolved,5539
2019,Wodonga,Charges laid,1261
2019,Wodonga,No charges laid,277
2019,Wodonga,Unsolved,882
2019,Wyndham,Charges laid,4802
2019,Wyndham,No charges laid,1489
2019,Wyndham,Unsolved,5172
2019,Yarra,Charges laid,3211
2019,Yarra,No charges laid,1168
2019,Yarra,Unsolved,6803
2019,Yarra Ranges,Charges laid,2515
2019,Yarra Ranges,No charges laid,889
2019,Yarra Ranges,Unsolved,2363
2019,Yarriambiack,Charges laid,158
2019,Yarriambiack,No charges laid,60
2019,Yarriambiack,Unsolved,102
