Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2022,March,Baw Baw,2 Community,27 Open Space,272 Rural,15
2022,March,Baw Baw,2 Community,27 Open Space,273 Vacant Block,1
2022,March,Baw Baw,2 Community,27 Open Space,275 Other Open Space,19
2022,March,Baw Baw,2 Community,28 Street/footpath,281 Street/Lane/Footpath,499
2022,March,Baw Baw,2 Community,29 Other community location,292 Civic Centre,5
2022,March,Baw Baw,2 Community,29 Other community location,294 Car Wash,7
2022,March,Baw Baw,3 Other,31 Admin/professional,311 Business Office,10
2022,March,Baw Baw,3 Other,31 Admin/professional,312 Other Admin/Professional,4
2022,March,Baw Baw,3 Other,32 Financial,321 Bank,3
2022,March,Baw Baw,3 Other,32 Financial,323 ATM/Eftpos,1
2022,March,Baw Baw,3 Other,33 Retail,331 Chemist/Pharmacy,3
2022,March,Baw Baw,3 Other,33 Retail,3310 24Hr Convenience,8
2022,March,Baw Baw,3 Other,33 Retail,3311 Restaurant/Fastfood,40
2022,March,Baw Baw,3 Other,33 Retail,3312 Other Retail,69
2022,March,Baw Baw,3 Other,33 Retail,332 Service Station,119
2022,March,Baw Baw,3 Other,33 Retail,335 Supermarket,76
2022,March,Baw Baw,3 Other,33 Retail,336 Department Store,17
2022,March,Baw Baw,3 Other,33 Retail,337 Shopping Complex,38
2022,March,Baw Baw,3 Other,33 Retail,338 Car Sales Yard,7
2022,March,Baw Baw,3 Other,33 Retail,339 Milkbar,2
2022,March,Baw Baw,3 Other,34 Wholesale,341 Any Wholesale,1
2022,March,Baw Baw,3 Other,35 Warehousing/storage,351 Warehousing/Storage,10
2022,March,Baw Baw,3 Other,36 Manufacturing,361 Factory,18
2022,March,Baw Baw,3 Other,36 Manufacturing,362 Any Manufacturing,5
2022,March,Baw Baw,3 Other,37 Agricultural,371 Farmland/Agricultural,22
2022,March,Baw Baw,3 Other,37 Agricultural,373 Other Agricultural,6
2022,March,Baw Baw,3 Other,38 Recreational,381 Licensed Premises,53
2022,March,Baw Baw,3 Other,38 Recreational,382 Tab,2
2022,March,Baw Baw,3 Other,38 Recreational,383 Cinema,2
2022,March,Baw Baw,3 Other,38 Recreational,384 Sport Area/Facility,18
2022,March,Baw Baw,3 Other,38 Recreational,385 Gaming Venue,3
2022,March,Baw Baw,3 Other,38 Recreational,386 Other Rec./Sports,13
2022,March,Baw Baw,3 Other,39 Other location,392 Other Location (Not Elsewhere),33
2022,March,Baw Baw,3 Other,39 Other location,393 Construction Site,6
2022,March,Bayside,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,240
2022,March,Bayside,1 Residential,11 Dwelling - private,112 House,926
2022,March,Bayside,1 Residential,11 Dwelling - private,113 Bungalow,1
2022,March,Bayside,1 Residential,11 Dwelling - private,115 Houseboat,2
2022,March,Bayside,1 Residential,11 Dwelling - private,116 Ministry Of Housing,19
2022,March,Bayside,1 Residential,12 Dwelling  - non-private,121 Boarding House,4
2022,March,Bayside,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2022,March,Bayside,1 Residential,12 Dwelling  - non-private,124 Nursing Home,9
2022,March,Bayside,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,6
2022,March,Bayside,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,6
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,132 Backyard,28
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,133 Frontyard,80
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,134 Garage,33
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,135 Shed,12
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,30
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),20
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,246
2022,March,Bayside,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,61
2022,March,Bayside,2 Community,21 Education,211 School,18
2022,March,Bayside,2 Community,21 Education,212 School Grounds,10
2022,March,Bayside,2 Community,21 Education,213 Other Educational,7
2022,March,Bayside,2 Community,22 Health,221 Hospital,6
2022,March,Bayside,2 Community,22 Health,222 Medical Centre,15
2022,March,Bayside,2 Community,22 Health,223 Dental,1
2022,March,Bayside,2 Community,22 Health,224 Other Health,11
2022,March,Bayside,2 Community,23 Religious,232 Other religious,1
2022,March,Bayside,2 Community,24 Public Transport,241 Train,9
2022,March,Bayside,2 Community,24 Public Transport,242 Train Station,88
2022,March,Bayside,2 Community,24 Public Transport,243 Railway Carpark,12
2022,March,Bayside,2 Community,24 Public Transport,245 Bus/Bus Stop,9
2022,March,Bayside,2 Community,24 Public Transport,249 Taxi,2
2022,March,Bayside,2 Community,25 Other Transport,251 Private Car,3
2022,March,Bayside,2 Community,25 Other Transport,253 Boat,4
2022,March,Bayside,2 Community,25 Other Transport,254 Dock/Wharf,2
2022,March,Bayside,2 Community,25 Other Transport,255 Carpark (Single Level),34
2022,March,Bayside,2 Community,25 Other Transport,256 Carpark (Multi Level),11
2022,March,Bayside,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2022,March,Bayside,2 Community,26 Justice,261 Police Station,11
2022,March,Bayside,2 Community,26 Justice,262 Court,24
2022,March,Bayside,2 Community,26 Justice,265 Other Justice Facility,4
2022,March,Bayside,2 Community,27 Open Space,271 Parkland/Reserve,46
2022,March,Bayside,2 Community,27 Open Space,273 Vacant Block,1
2022,March,Bayside,2 Community,27 Open Space,274 Beach Foreshore,31
2022,March,Bayside,2 Community,27 Open Space,275 Other Open Space,5
2022,March,Bayside,2 Community,27 Open Space,276 Beach Car Park,18
2022,March,Bayside,2 Community,28 Street/footpath,281 Street/Lane/Footpath,592
2022,March,Bayside,2 Community,29 Other community location,292 Civic Centre,6
2022,March,Bayside,2 Community,29 Other community location,293 Gallery,1
2022,March,Bayside,2 Community,29 Other community location,294 Car Wash,2
2022,March,Bayside,3 Other,31 Admin/professional,311 Business Office,19
2022,March,Bayside,3 Other,31 Admin/professional,312 Other Admin/Professional,7
2022,March,Bayside,3 Other,32 Financial,321 Bank,2
2022,March,Bayside,3 Other,32 Financial,323 ATM/Eftpos,2
2022,March,Bayside,3 Other,33 Retail,331 Chemist/Pharmacy,13
2022,March,Bayside,3 Other,33 Retail,3310 24Hr Convenience,22
2022,March,Bayside,3 Other,33 Retail,3311 Restaurant/Fastfood,35
2022,March,Bayside,3 Other,33 Retail,3312 Other Retail,121
2022,March,Bayside,3 Other,33 Retail,332 Service Station,44
2022,March,Bayside,3 Other,33 Retail,333 Jeweller,2
2022,March,Bayside,3 Other,33 Retail,335 Supermarket,81
2022,March,Bayside,3 Other,33 Retail,336 Department Store,13
2022,March,Bayside,3 Other,33 Retail,337 Shopping Complex,35
2022,March,Bayside,3 Other,33 Retail,338 Car Sales Yard,1
2022,March,Bayside,3 Other,33 Retail,339 Milkbar,2
2022,March,Bayside,3 Other,35 Warehousing/storage,351 Warehousing/Storage,9
2022,March,Bayside,3 Other,36 Manufacturing,361 Factory,5
2022,March,Bayside,3 Other,36 Manufacturing,362 Any Manufacturing,1
2022,March,Bayside,3 Other,38 Recreational,381 Licensed Premises,31
2022,March,Bayside,3 Other,38 Recreational,382 Tab,1
2022,March,Bayside,3 Other,38 Recreational,383 Cinema,1
2022,March,Bayside,3 Other,38 Recreational,384 Sport Area/Facility,18
2022,March,Bayside,3 Other,38 Recreational,385 Gaming Venue,1
2022,March,Bayside,3 Other,38 Recreational,386 Other Rec./Sports,17
2022,March,Bayside,3 Other,39 Other location,392 Other Location (Not Elsewhere),40
2022,March,Bayside,3 Other,39 Other location,393 Construction Site,12
2022,March,Bayside,3 Other,39 Other location,394 Veterinary Clinic,1
2022,March,Benalla,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,36
2022,March,Benalla,1 Residential,11 Dwelling - private,112 House,366
2022,March,Benalla,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2022,March,Benalla,1 Residential,11 Dwelling - private,116 Ministry Of Housing,1
2022,March,Benalla,1 Residential,11 Dwelling - private,117 Farm House,13
2022,March,Benalla,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2022,March,Benalla,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2022,March,Benalla,1 Residential,12 Dwelling  - non-private,124 Nursing Home,4
2022,March,Benalla,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2022,March,Benalla,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2022,March,Benalla,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2022,March,Benalla,1 Residential,13 Grounds/surrounding land,132 Backyard,14
2022,March,Benalla,1 Residential,13 Grounds/surrounding land,133 Frontyard,43
2022,March,Benalla,1 Residential,13 Grounds/surrounding land,134 Garage,3
2022,March,Benalla,1 Residential,13 Grounds/surrounding land,135 Shed,21
2022,March,Benalla,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,6
2022,March,Benalla,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2022,March,Benalla,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,37
2022,March,Benalla,2 Community,21 Education,211 School,8
2022,March,Benalla,2 Community,21 Education,212 School Grounds,11
2022,March,Benalla,2 Community,22 Health,221 Hospital,4
2022,March,Benalla,2 Community,22 Health,222 Medical Centre,1
2022,March,Benalla,2 Community,23 Religious,231 Church,2
2022,March,Benalla,2 Community,24 Public Transport,241 Train,1
2022,March,Benalla,2 Community,24 Public Transport,242 Train Station,1
2022,March,Benalla,2 Community,24 Public Transport,246 Depot/Terminal,1
2022,March,Benalla,2 Community,25 Other Transport,255 Carpark (Single Level),15
2022,March,Benalla,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2022,March,Benalla,2 Community,26 Justice,261 Police Station,7
2022,March,Benalla,2 Community,26 Justice,262 Court,19
2022,March,Benalla,2 Community,27 Open Space,271 Parkland/Reserve,15
2022,March,Benalla,2 Community,27 Open Space,272 Rural,2
2022,March,Benalla,2 Community,27 Open Space,273 Vacant Block,1
2022,March,Benalla,2 Community,27 Open Space,275 Other Open Space,4
2022,March,Benalla,2 Community,28 Street/footpath,281 Street/Lane/Footpath,146
2022,March,Benalla,2 Community,29 Other community location,291 Cemetery,2
2022,March,Benalla,2 Community,29 Other community location,293 Gallery,2
2022,March,Benalla,2 Community,29 Other community location,294 Car Wash,3
2022,March,Benalla,3 Other,31 Admin/professional,311 Business Office,5
2022,March,Benalla,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2022,March,Benalla,3 Other,32 Financial,321 Bank,2
2022,March,Benalla,3 Other,33 Retail,331 Chemist/Pharmacy,3
2022,March,Benalla,3 Other,33 Retail,3311 Restaurant/Fastfood,13
2022,March,Benalla,3 Other,33 Retail,3312 Other Retail,23
2022,March,Benalla,3 Other,33 Retail,332 Service Station,11
2022,March,Benalla,3 Other,33 Retail,335 Supermarket,19
2022,March,Benalla,3 Other,33 Retail,336 Department Store,1
2022,March,Benalla,3 Other,33 Retail,337 Shopping Complex,4
2022,March,Benalla,3 Other,33 Retail,338 Car Sales Yard,2
2022,March,Benalla,3 Other,33 Retail,339 Milkbar,3
2022,March,Benalla,3 Other,35 Warehousing/storage,351 Warehousing/Storage,11
2022,March,Benalla,3 Other,36 Manufacturing,361 Factory,2
2022,March,Benalla,3 Other,36 Manufacturing,362 Any Manufacturing,3
2022,March,Benalla,3 Other,37 Agricultural,371 Farmland/Agricultural,11
2022,March,Benalla,3 Other,38 Recreational,381 Licensed Premises,14
2022,March,Benalla,3 Other,38 Recreational,384 Sport Area/Facility,4
2022,March,Benalla,3 Other,38 Recreational,386 Other Rec./Sports,3
2022,March,Benalla,3 Other,39 Other location,392 Other Location (Not Elsewhere),20
2022,March,Boroondara,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,397
2022,March,Boroondara,1 Residential,11 Dwelling - private,112 House,1289
2022,March,Boroondara,1 Residential,11 Dwelling - private,113 Bungalow,4
2022,March,Boroondara,1 Residential,11 Dwelling - private,115 Houseboat,1
2022,March,Boroondara,1 Residential,11 Dwelling - private,116 Ministry Of Housing,9
2022,March,Boroondara,1 Residential,11 Dwelling - private,117 Farm House,3
2022,March,Boroondara,1 Residential,12 Dwelling  - non-private,121 Boarding House,10
2022,March,Boroondara,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2022,March,Boroondara,1 Residential,12 Dwelling  - non-private,124 Nursing Home,16
2022,March,Boroondara,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,13
2022,March,Boroondara,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,18
2022,March,Boroondara,1 Residential,13 Grounds/surrounding land,132 Backyard,38
2022,March,Boroondara,1 Residential,13 Grounds/surrounding land,133 Frontyard,151
2022,March,Boroondara,1 Residential,13 Grounds/surrounding land,134 Garage,78
2022,March,Boroondara,1 Residential,13 Grounds/surrounding land,135 Shed,15
2022,March,Boroondara,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,23
2022,March,Boroondara,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),27
2022,March,Boroondara,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,388
2022,March,Boroondara,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,174
2022,March,Boroondara,2 Community,21 Education,211 School,34
2022,March,Boroondara,2 Community,21 Education,212 School Grounds,20
2022,March,Boroondara,2 Community,21 Education,213 Other Educational,14
2022,March,Boroondara,2 Community,22 Health,221 Hospital,5
2022,March,Boroondara,2 Community,22 Health,222 Medical Centre,9
2022,March,Boroondara,2 Community,22 Health,223 Dental,2
2022,March,Boroondara,2 Community,22 Health,224 Other Health,21
2022,March,Boroondara,2 Community,23 Religious,231 Church,9
2022,March,Boroondara,2 Community,23 Religious,232 Other religious,1
2022,March,Boroondara,2 Community,24 Public Transport,241 Train,6
2022,March,Boroondara,2 Community,24 Public Transport,242 Train Station,97
2022,March,Boroondara,2 Community,24 Public Transport,243 Railway Carpark,6
2022,March,Boroondara,2 Community,24 Public Transport,244 Tram/Tram Stop,23
2022,March,Boroondara,2 Community,24 Public Transport,245 Bus/Bus Stop,5
2022,March,Boroondara,2 Community,24 Public Transport,246 Depot/Terminal,2
2022,March,Boroondara,2 Community,24 Public Transport,249 Taxi,4
2022,March,Boroondara,2 Community,25 Other Transport,251 Private Car,5
2022,March,Boroondara,2 Community,25 Other Transport,255 Carpark (Single Level),81
2022,March,Boroondara,2 Community,25 Other Transport,256 Carpark (Multi Level),18
2022,March,Boroondara,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2022,March,Boroondara,2 Community,26 Justice,261 Police Station,11
2022,March,Boroondara,2 Community,26 Justice,262 Court,1
2022,March,Boroondara,2 Community,27 Open Space,271 Parkland/Reserve,69
2022,March,Boroondara,2 Community,27 Open Space,273 Vacant Block,1
2022,March,Boroondara,2 Community,27 Open Space,275 Other Open Space,7
2022,March,Boroondara,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1065
2022,March,Boroondara,2 Community,29 Other community location,292 Civic Centre,4
2022,March,Boroondara,2 Community,29 Other community location,294 Car Wash,1
2022,March,Boroondara,3 Other,31 Admin/professional,311 Business Office,48
2022,March,Boroondara,3 Other,31 Admin/professional,312 Other Admin/Professional,10
2022,March,Boroondara,3 Other,32 Financial,321 Bank,14
2022,March,Boroondara,3 Other,32 Financial,323 ATM/Eftpos,5
2022,March,Boroondara,3 Other,33 Retail,331 Chemist/Pharmacy,59
2022,March,Boroondara,3 Other,33 Retail,3310 24Hr Convenience,35
2022,March,Boroondara,3 Other,33 Retail,3311 Restaurant/Fastfood,63
2022,March,Boroondara,3 Other,33 Retail,3312 Other Retail,260
2022,March,Boroondara,3 Other,33 Retail,332 Service Station,152
2022,March,Boroondara,3 Other,33 Retail,333 Jeweller,2
2022,March,Boroondara,3 Other,33 Retail,334 2nd Hand Dealer,1
2022,March,Boroondara,3 Other,33 Retail,335 Supermarket,158
2022,March,Boroondara,3 Other,33 Retail,336 Department Store,19
2022,March,Boroondara,3 Other,33 Retail,337 Shopping Complex,84
2022,March,Boroondara,3 Other,33 Retail,338 Car Sales Yard,6
2022,March,Boroondara,3 Other,33 Retail,339 Milkbar,2
2022,March,Boroondara,3 Other,34 Wholesale,341 Any Wholesale,4
2022,March,Boroondara,3 Other,35 Warehousing/storage,351 Warehousing/Storage,5
2022,March,Boroondara,3 Other,36 Manufacturing,361 Factory,5
2022,March,Boroondara,3 Other,36 Manufacturing,362 Any Manufacturing,1
2022,March,Boroondara,3 Other,38 Recreational,381 Licensed Premises,115
2022,March,Boroondara,3 Other,38 Recreational,382 Tab,1
2022,March,Boroondara,3 Other,38 Recreational,383 Cinema,1
2022,March,Boroondara,3 Other,38 Recreational,384 Sport Area/Facility,27
2022,March,Boroondara,3 Other,38 Recreational,385 Gaming Venue,3
2022,March,Boroondara,3 Other,38 Recreational,386 Other Rec./Sports,9
2022,March,Boroondara,3 Other,39 Other location,391 Massage Parlour/Brothel,4
2022,March,Boroondara,3 Other,39 Other location,392 Other Location (Not Elsewhere),37
2022,March,Boroondara,3 Other,39 Other location,393 Construction Site,25
2022,March,Boroondara,3 Other,39 Other location,394 Veterinary Clinic,3
2022,March,Brimbank,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,314
2022,March,Brimbank,1 Residential,11 Dwelling - private,112 House,3684
2022,March,Brimbank,1 Residential,11 Dwelling - private,113 Bungalow,27
2022,March,Brimbank,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2022,March,Brimbank,1 Residential,11 Dwelling - private,115 Houseboat,2
2022,March,Brimbank,1 Residential,11 Dwelling - private,116 Ministry Of Housing,12
2022,March,Brimbank,1 Residential,11 Dwelling - private,117 Farm House,1
2022,March,Brimbank,1 Residential,12 Dwelling  - non-private,121 Boarding House,6
2022,March,Brimbank,1 Residential,12 Dwelling  - non-private,122 Holiday Home,10
